id;documento
24;"Claro, a maioria dos filmes de terror da década de 1980 não valeu a pena que eles foram filmados, mas esse pesadelo em vídeo pode muito bem ser o mais tedioso produzido. Seis garotos que fumam maconha decidem ir acampar. Claro, e você já sabe disso, eles começam a ser mortos um por um por um estranho. O clímax tem um guarda-florestal bonitão tentando acompanhar os adolescentes a tempo, antes que a última garota fofa se torne buzzardbait. John Carl Buechler, meu cara favorito de filme B, fez os péssimos efeitos aqui. O elenco conta com Carel Struycken, de ""The Witches of Eastwick"" e os filmes da família Addams. Infelizmente, ele não aparece até o final do filme, e é coberto por maquiagem queimada, tornando-o irreconhecível. Steve Bond não se lembra dele? está aqui em um papel adiantado como uma vítima. A direção das bordas, e o roteiro que cowrote, ambos cheiram como os ursos marrons atuais saem na floresta. Ele acompanha o filme com tantas filmagens de animais selvagens, eu pensei que eu acidentalmente aluguei um episódio especial de Mutual of Omahas Wild Kingdom. Grande parte do thecast senta-se ao redor da fogueira e come, depois anda, senta e come novamente. O guarda florestal está envolvido na cena mais estranha que já fez um filme de terror: ele conta uma piada sobre um sapo de boca larga para um cervo abadre. Jackie Coogan, que deve ter esquecido que trabalhou uma vez com as lendas do cinema mudo, tem duas cenas, e está envolvido na segunda cena mais estranha já feita em um filme de terror: ele e o bonitão florestal conversam sobre sanduíches de queijo e pepino com pão de aveia ... sim. Não há um minuto de suspense aqui. O assassino, um sobrevivente do incêndio florestal à procura de um companheiro, observa os alunos de trás das árvores. Sabemos que é o assassino porque os cineastas tiveram um efeito de batimento cardíaco que serve para despertar o espectador a cada poucos minutos. Pule esta pilha de seiva de pinho e alugue o ""Halloween"", em vez disso.Este é classificado como R por violência física, violência moderada, violência, algumas palavrões, nudez breve, conteúdo sexual moderado, referências sexuais e abuso de drogas."
25;"Eu acho que teria sido um título mais apropriado para este filme, já que ele está repleto de cenas de vários insetos e animais. Eu encontrei recentemente a presa em sua forma original de caixa grande VHS e estava muito animado. Eu adoro encontrar filmes de terror em VHS porque a capa é fantástica. Normalmente, no entanto, o filme em si é menos que fantástico. A presa é um desses filmes. Para ser justo, tudo começou bem, com o assassino perseguindo os adolescentes clichê na floresta. Os sons de batimentos cardíacos usados ​​são um ótimo efeito que deixa você tenso enquanto assiste. Este filme é basicamente um grande clichê gordo, e quando a seção de ""histórias de fogueira"" entra, o filme toma uma nova direção e gasta quase metade do tempo de corrida na história do assassino. Eu realmente pensei que esta era uma ideia bastante original. No entanto, a história de fundo termina abruptamente e nos mostra algumas cenas de estoque de uma floresta em chamas, a falta de orçamento realmente começa a mostrar agora. Depois disso, somos devolvidos aos adolescentes burros sendo apanhados na floresta. O assassino não é mostrado até o final, o que é uma pena, porque ele realmente faz um assassino eficaz. Mais ou menos como Cropsy from The Burning, mas melhor. Quanto ao sangue, não há muito, embora haja um momento de esmagamento da face OK no final. No geral, eu não recomendaria esse filme para ninguém além de especialistas em slasher - é realmente uma grande bagunça."
26;"1980 foi certamente um ano para maus filmes de terror. ""Friday The 13th"" e ""The Burning"" podem ter sido os melhores, mas sempre houve alguns fãs que não ficaram muito atrás, como ""Dont Go Into The Woods Alone"" e esse. Mas com toda a justiça ""The Prey"" está longe de ser tão ruim quanto ""Não vá para o bosque"", mas ainda não é grande. Uma coisa é que é apenas chato e agindo não é muito bom, mas muito melhor do que ""DGITW"" e este filme realmente tem algumas mulheres atraentes olhar para, todos os três clientes do sexo feminino foram impressionantes. Uma coisa, o que está acontecendo com toda aquela insensata vida selvagem, parecia inútil e parecia que o diretor usava isso para usar isso para preencher um espaço de tempo. Então, o que havia para gostar desse filme? Bem, houve algumas gargalhadas em momentos de queijo - eu não pude conter um ataque de risos quando a garota final fez um tipo bizarro de caminhar pela lua para se afastar do kille e havia algumas boas cenas de matança - minhas favoritas sendo a garota sufocou até a morte com o saco de dormir; e o olhar falso.Em tudo, The Prey é burro, chato e assassino que eu não achei assustador, esse filme poderia ter sido muito melhor."
27;Tudo o que todo mundo já disse é verdade quando se trata de The Prey. Filmagens da natureza sem fim, atuação ruim - Além desses elementos, este é um filme assistível para fãs de slasher que, em alguns casos, é considerado um clássico cult. Jackson Bostwick e Jackie Coogan jogam muito bem um com o outro. Há também um solo de banjo de três minutos que mostra a habilidade de Bostwicks por trás do instrumento. Não é muito ruim se eu disser isso mesmo. Os últimos dez minutos do filme são sua graça salvadora. O final ainda me persegue até hoje. Isso também pode durar um pouco mais, já que um dos primeiros John Carl Bucheler faz os efeitos especiais. Alguns podem conhecê-lo de filmes como Troll e sexta-feira 13 parte 7 - Ele dirigiu ambos os filmes Apesar de tudo, este não é um filme todo mundo vai encontrar algo redentora dentro De fato, em um nível de Hollywood, isso pode classificar lá em cima com uma das empresas mais amadores esforços, mas para aquele punhado ainda muito leal de fãs de filmes de terror no mundo, até mesmo a má atuação e imagens de natureza atroz podem ser perdoados.
28;"Uhhh ... então, eles ainda têm escritores para isso? Talvez eu seja exigente, mas gosto de um pequeno diálogo com meus filmes. E, no que diz respeito a filmes slasher, apenas um pouco de desenvolvimento de personagem será suficiente. Infelizmente, The Prey não oferece nenhum dos dois e se você acha que eu estou sendo hiperbólico, você apenas terá que ver por si mesmo. Cena após cena, apenas pegamos atores parados, parecendo desamparados e desajeitados, abandonados por qualquer senso de roteiro. Fora de chamar os nomes uns dos outros quando se separam na floresta, os únicos casos em que essas pessoas dizem algo substantivo são quando um personagem explica a constelação de Orion claramente plagiada de Funk & Wagnalls; tarifa slasher cintilante, não? e outro relembra um antigo conto de fogueira que nem tem nada a ver com a trama esperar, qual é o enredo? Em outras ocasiões, The Prey realmente tem a ousadia de filmar seus personagens com o microfone boom bem longe o suficiente para que não possamos ouvir exatamente o que eles estão dizendo. Então, temos cenas inteiras em que os atores estão murmurando! Deliberadamente! Sério, eu vi mais diálogo em um filme mudo. É como se os cineastas sentassem em um bar em algum lugar de Rancho Cucamonga no auge da loucura dos anos 80 e um olhasse para o outro e dissesse: ""Ei, eu tenho uma ótima idéia para uma mordaça sangrenta de decapitação. Vamos de alguma forma recurso em torno dele "". E bem, eles fizeram. Para ser justo, The Prey provavelmente tinha algum tipo de escritor a bordo. Quero dizer, alguém teve que anotar a sequência da cena e rotular os diários. No entanto, estou totalmente convencido de que este filme não tem um editor de qualquer tipo. Há pausas gritantes, tableaux chatos e zero senso de ritmo por toda parte. Os cineastas não têm mais nada no roteiro para filmar, então eles preenchem o tempo de execução com taxonomias exaustivas da flora e da fauna que habitam a floresta na qual nossos adolescentes loucos e loucos estão sendo fatiados e picados. Estas criaturas são todas filmadas à luz do dia, de forma completamente reservada e sem nenhuma tentativa de fotografar a atmosfera. Se parece um filme de ciência, é porque é. Eu tenho certeza que isso é tudo natureza show metragem? Tudo o que está faltando é uma narração abafada de alguns vereador da National Geographic.More emocionante que foi graciosamente poupado do chão da sala de corte: uma cena em que dois homens discutem pepino e cream cheese sanduíches, e outra cena em que um personagem de apoio se afasta em um banjo pelo que parece um minuto e meio inteiro! Um minuto e meio! Isso é muito banjo para se comprometer com celulóide para começar, muito menos inserir no corte final do filme! Muito bem, pessoal! Brevidade e concisão são as verdadeiras vítimas deste massacre. Admitidamente, o filme pega um pouco de vapor comparativamente nos últimos 25 minutos, no qual grande parte da carnificina é condensada e onde um roubo de Béla Bartóks ""Música para Strings, Percussion e Celesta ""corta. Vaudeville grande Jackie Coogan faz uma aparência divertida como um ranger parque tubby, bumbly este foi seu último papel, se você pode acreditar. E há alguns bons momentos sangrentos, incluindo um rasgão no pescoço e a decapitação acima mencionada. A maquiagem usada para o assassino Carel Struycken, também conhecido como ""Lurch"" dos filmes da Família Addams, também é bastante eficaz, e faz com que ele pareça um estranho híbrido do jovem Jason Voorhees e Freddy Krueger. Além disso, se você gosta de finais malucos e retos, você precisa verificar como eles envolvem esse filhote. Você vai fazer um cuspe, eu prometo. Geralmente, eu amo filmes que estão nesse nível de inépcia, mas os primeiros três quartos de The Prey são tão interminavelmente chatos que eles praticamente estragam o resto. No geral, esse é um assunto amplamente pálido e tedioso e, embora não seja ruim, deve ser visto apenas por especialistas em slasher debilitados. Por que fazemos isso para nós mesmos, afinal?"
29;"Ah, sim, este é definitivamente um forte candidato para ganhar o prêmio questionável de ""pior slasher dos anos 80 já feito"". ""The Prey"" tem tudo que você normalmente quer evitar em um filme de terror: uma rotina, uma trama derivada que você já viu milhares de vezes antes e melhores, personagens insuportáveis ​​e performances terríveis, uma completa falta de sangue e suspense, fotografia difusa e não original. localizações e? mais irritante de todos? a maior quantidade de imagens de preenchimento inútil que você já encontrou em sua vida e isso não é um exagero, mas uma garantia !. Além da quantidade aparentemente infinita de imagens da National Geographic, que eu vou expandir mais tarde, este filme é desavergonhado o suficiente para incluir um interlúdio de banjo completo! e duas ocasiões em que os personagens contam piadas que não são nem um pouco engraçadas! A configuração é tão rudimentar quanto possível, com a introdução mostrando imagens de um incêndio florestal devastador com gritos humanos de voz sobre OTT. Avançando quase quarenta anos depois, quando um casal idoso acampando naquela mesma área é atingido por algo que respira pesadamente fora da tela. Isso deve ser informação suficiente para você deduzir que alguém sobreviveu ao fogo todos esses anos atrás e permaneceu rondando desde então. Entra três intoleráveis ​​casais de vinte pessoas que se dirigem para a zona de perigo com exclusivamente sexo em suas mentes, inconsciente, é claro, que eles são patos sentados para o assassino que espreita e ofega. ""The Prey"" é um filme chato irremediável. Aparentemente já foi filmado em 1978, mas ninguém quis distribuí-lo até 1984 e não é difícil entender por quê. No caso de você filtrar todo o conteúdo relevante, isso seria apenas um filme curto com um tempo de execução de 30 minutos; possivelmente menos ainda. Há uma quantidade inimaginável de cenas da natureza e vida selvagem, às vezes de animais que eu acho que não vivem nesse tipo de área, e eles parecem durar para sempre. A única coisa que falta, na verdade, é a típica narração da National Geographic que fornece informações educacionais sobre os hábitos dos animais. Animais em seu próprio biótopo natural são inegavelmente legais de se ver, mas não em um filme de terror supostamente vil e brega dos anos 80, por chorar em voz alta. Os últimos quinze minutos são finalmente um pouco valiosos, com algumas sequências de matar potentes e efeitos de maquiagem no monstro que acaba por ser Lurch de filmes ""The Addams Family"", mas ainda assim tolice overrules? a cena com os abutres é muito estúpida? e o tiro final é apenas retardado. Como mencionado acima, ""The Prey"" facilmente faz a minha própria lista pessoal dos piores slashers dos anos 80, ao lado de ""Appointment with Fear"", ""Berserker"", ""Jogos Mortais"", ""Não Vá nos Bosques"", ""Hollow Gate"", ""The Fique acordado ""e"" toque de recolher ""."
30;"Receita de slash supercraptástico, que parece excessivamente longa aos 80 minutos. Anos atrás, um bando de ""ciganos"" que viviam nas cavernas de uma montanha, foram queimados em um incêndio florestal. Anos depois, os campistas desaparecem da área do incêndio. Um bando de crianças com tesão é, naturalmente, a caminho desta área para uma viagem de acampamento debochado de lá próprio. Apesar de uma saudação sinistra do guarda florestal Jackson Bostwick, as crianças chegam à montanha de qualquer jeito. Em pouco tempo, as crianças começam a ser pegas pelo monstro, que permanece invisível até o final do filme, provavelmente porque a maquiagem era tão embaraçosamente ruim. Não há surpresas em falar: elas são mortas na ordem exata que a fórmula para esses filmes dita, deixando a ""garota final"" para se defender sozinha, embora em um desenlace refrescantemente pessimista, a garota final acabe aprisionada e impregnada pelo monstro. A história em si não poderia ter o peso do comprimento do recurso, então foi preenchida por imagens aparentemente intermináveis ​​de vida selvagem e insetos, que obviamente foram filmadas para outro filme e inseridas aqui como forma de tornar o filme longo o suficiente para um lançamento em vídeo. . No lado positivo, a filmagem da vida selvagem é bastante boa. Entre os destaques estão Bostwick conversando com um filhote de cervo, uma decente seqüência de morte escalando, OK gore, e o Grande Jackie Coogan em seu papel no cinema final, como o xerife local desastrado. Isso está muito longe de Charlie Chaplin, mas ainda assim foi legal vê-lo. Isto é apenas para completistas de slasher."
31;"Mesmo com os baixos padrões dos filmes de terror dos anos 80, esse aqui cheira mal. O bando habitual de adolescentes supersexuais se dirige para uma parte ""proibida"" da floresta, que queimou na década de 1940 e aparentemente deixou um único sobrevivente raivoso. Avanço rápido, na verdade, você vai querer avançar rapidamente por grande parte dessa bagunça até os dias de hoje, onde alguns campistas são massacrados; os adolescentes seguem seu rastro, enquanto um guarda do parque semi-preocupado, o sonâmbulo Jackie Coogan e sua coorte saudável, que giram muito tempo ajustando seu banjo, conseguem parcialmente desviar nossa atenção de metros de metragem natural medíocre. preenchimento. Finalmente, mais assassinatos - mas nada que você não tenha visto um zilhão de vezes antes. Se você quiser ver as crianças esquartejadas, opte por SLEEPAWAY CAMP ou pela primeira sexta-feira THE 13TH sobre este"
32;Caminhantes tolos vão acampar nas montanhas de Utah apenas para se depararem com um cigano assassino e desfigurado. The Prey é uma bonita corrida do filme slasher do moinho, que sofre principalmente de falta de imaginação. Os personagens da vítima são adolescentes idiotas muito familiares, o que significa que realmente não se importa com eles, apenas nos perguntamos quando eles vão morrer! Sem mencionar que tem muitos momentos extravagantes e é preenchido com filmagens infinitas e desnecessárias da natureza. No entanto, ele tem alguns momentos de interesse para os fãs de slasher, o toque ocasional de atmosfera assustadora e uma trilha sonora decente de Don Peake. Ainda assim, seu negócio, como de costume, para filmes de trailers mortos. Há filmes muito melhores nesse sentido, mas, acima de tudo, The Prey pode ser assistível o bastante para os fãs obstinados do slasher. Embora alguém possa ser mais recompensado para assistir Just Before Dawn 1981, Wrong Turn 2003, ou mesmo The Final Terror 1983 novamente. 1/2 de
33;"Alugou 3 filmes ruins para assistir com meus amigos em meu dormitório.Leprechaun 4, Jack Frost e The Prey.Eu peguei Jack e Lep 4 porque eles são bem conhecidos filmes ruins que eu nunca vi.Eu escolhi este filme porque combinava o guia ""Como encontrar um filme ruim"" em badmovies.org, Sem descrição real, sem fotos do filme no verso, e eu nunca tinha ouvido falar dele, tinha que ser um vencedor: SPOILERS, mas esse filme é tão horrível não importa: PTis é um verdadeiro filme ruim, Lep 4 e Jack Frost são burros de propósito, isso é estúpido apesar dos melhores esforços do elenco e da equipe. Esse ""filme"" começa muito parecido com Evil Dead, até mesmo os atores são parecidos e tem o mesmo estilo de vestir. Ao contrário de Evil Dead, ele nunca ganha velocidade alguma. Para um filme ""slasher"", é bem insosso, em 80 minutos 6 pessoas são mortas, mas elas estão espalhadas até o momento. O diretor fez muitas cenas chatas de caça de animais, obviamente para acompanhar o todo o tema ""Prey"", mas eles não fazem nada para avançar a história e são muito entediantes. O sangue é horrível. Todos esses tiros extras eram para compensar a falta de um roteiro e uma história. Os últimos 5 minutos do filme são filmados em câmera lenta, mas é outra maneira de acrescentar tamanho a isso. O ""clímax"" é uma piada tão completa, é difícil rir disso é tão ruim. A parte de trás da caixa diz ""O final vai chocar e assombrar você"". Sim, vai, você vai chocar que alguém poderia colocar uma ""reviravolta"" tão ruim no filme e ""assombrar"" você, porque você não vai acreditar que você pagou para assistir a essa porcaria.Também o slogan é ""não é humano, e tem um Machado!"" Uma pessoa é morta com um machado em todo o filme e está fora da tela.Uma verdadeira 1 de 10. EU AMO rir de filmes ruins, mas esta é tão ruim que até mesmo não tem qualidades exageradas. Nenhuma noite de filme ruim é competir sem um verdadeiro filme de construção de personagem: P"
34;"Eu fui puxada para este filme no início, para minha surpresa, porque eu não pretendia assistir a nada. Agora eu queria não ter. O suspense começa bem, com o atropelamento e fuga resultando em morte e a questão de saber se o culpado irá confessar, ou ser descoberto, ou factível agora, apesar de um não-não nos velhos tempos de fazer cinema longe com isso. As tramas já foram feitas antes - o que a trama não tem - mas as tensões inerentes a ela, com as complicações e motivações adicionais decorrentes do caso de amor ilícito, contribuem para um primeiro semestre absorvente. Então o filme abandona o atropelamento e corre para embarcar em uma exposição nublada de dois amores não correspondidos e sofridos. As duas faixas de enredo - hit e correr amor irracional - só não tem o suficiente para fazer um com o outro, e que envolvem os mesmos personagens não liga-los o suficiente para justificar a partida da linha da história original. O roteirista deveria ter escolhido um enredo ou outro. No final do filme, no meio do segundo funeral do filme, eu me vi pensando: ""Agora, o que isso tem a ver com aquele atropelamento e fuga?"" Os cineastas podem achar a resposta óbvia, mas acho que o filme foi plotado e executado com flacidez."
35;A presa tem uma história interessante, a menos que você se lembre dos anúncios nos jornais em junho de 1984, você pode ter pego no canal Movie no verão de 85, mas pouco mais é lembrado. O enredo é o seu assassino básico na floresta novamente. Mas, ironicamente, isso foi filmado antes de sexta-feira 13. A presa foi na verdade filmada em 1978, de acordo com um dos atores em uma entrevista anos depois. Mas liberado por cerca de uma semana em alguns drive-ins, sim Jim, namans drive em mostrou isso em junho de 84. Mas tem um olhar datado para ele. Talvez eles tenham lançado mais tarde para lucrar com todos os outros filmes de terror que o mercado foi inundado em 1984. Agora, na história, há algum tipo de história por trás, um incêndio florestal na década de 1940 deixa muitos ciganos queimados. morrer. Mas um de seus filhos sobrevive ao nosso monstro, então vamos em frente até os dias atuais, o que seria em 1978, nós temos um casal mais velho de meia-idade acampando apenas para ser despachado pelo Monstro. O slogan desta foto afirma que ele NÃO É HUMANO, e tem AX, mas um Axe só foi usado nessas duas primeiras mortes. Agora temos um monte de adolescentes que se parecem com eles em seus 20 anos acampando. Nós todos sabemos que eles são a presa, e o monstro os derruba um por um. Para um filme de 80 minutos, parece mais longo. Nós também temos um monte de imagens da vida selvagem para preencher espaços vazios para os 80 minutos. No geral, por estar em um filme de terror dos anos 80, parece muito mais 70 anos do que nunca. Ei, a presa tinha potencial para ser um bom assassino de terror no filme da floresta, mas cai um pouco .. No entanto, apresenta um monstro assustador muito legal no final, e temos que esperar até os últimos 2 minutos para vê-lo. Nota lateral, o monstro passou a estrelar os filmes da família Addams na década de 1990 ..
36;"Todas as críticas deste filme são bastante válidas! É muito chato e cheio de todo tipo de coisas absurdas e sem sentido. Um casal trocando acenos com o ""bom grub"". Uma imagem média de uma mesa enquanto um telefone toca até que alguém finalmente chega, senta e responde a um ritmo bem calmo. Quádruplo leva ou mais quando as pessoas olham para as coisas. Solitário banjo-tuning e jogando, fazendo uma pausa para uma cerveja. Contando uma piada para um cervo, sobre um sapo de boca grande tentando aprender o que alimentar seus bebês, com muitas expressões de boca grande que são necessárias para a linha de perfuração fraca. A partilha de sanduíches de pepino e cream cheese no pão de aveia, que para os mais sensíveis tornam-se intragáveis ​​quando se fala de pessoas queimadas em um incêndio. Muitas cenas de close-up aparentemente filmadas de animais, pássaros, insetos e aranhas na floresta. O filme começa com um incêndio florestal, então pelo menos algumas décadas depois algumas pessoas nessas mesmas matas são mortas por um machado. O assassino evidentemente não estava muito satisfeito com o machado que ele roubou, e mata outras pessoas com outras armas de oportunidade ou com as próprias mãos. Se é verdade que o filme na versão disponível na fita de vídeo esgotada é cortado, talvez se houver muitas filmagens que foram cortadas, merece outra olhada em DVD. Caso contrário, é simplesmente não muito interessante, e provavelmente tentaria a paciência até mesmo do mais hardcore fã de slasher ao ar livre."
37;Eu entrei em uma livraria em Brentwood, Tennessee. Não vou dizer o nome porque sou um cliente dedicado. Fiquei satisfeito com todos os itens que comprei antes deste. Em exibição na frente da loja estava The Bell Witch Haunting. Posso mencionar que esta é a única loja em que a vi à venda. Eu tinha ouvido falar da história em algum lugar e lembrei que ela deveria ter realmente acontecido de verdade. Eu estava muito animado e não podia esperar para assistir. Eu tinha grandes expectativas para isso. Eu não podia acreditar no que vi quando o vi. Não parecia um filme real. Parecia um vídeo caseiro. Eu estava com a impressão de que deveria ser um filme de terror. Quero dizer que o filme deveria ser sobre uma bruxa assombrando você sabe. Este não é um filme de terror. Você não vai pular do seu assento assistindo este filme. Eu dei ao filme todas as chances no mundo de melhorar enquanto acontecia. Eu juro que fiz. Nunca melhorou. Havia várias cenas deste garotinho fazendo cocô e xixi jogado nele. Eu não achei tão divertido assim. Eu assisti o filme inteiro com descrença que a loja realmente venderia isso para mim. Eu acho que é o quão ruim esta economia tem. Eu tenho isso para dizer ao elenco e à equipe. Não mostre este filme como material para obter outros trabalhos no cinema. Não faça isso. Eu quero dizer isso sinceramente. Eu recomendo por tentar. Para as pessoas que compraram isso. Eu digo isso. Não venda sua cópia para alguém. Eles poderiam ficar muito chateados. Tenham um bom dia, pessoal.
38;Graças a Deus eu mesmo não comprei este filme! Eu peguei emprestado de um amigo que comprou por pura curiosidade e, claro, depois de vê-lo, eles deveriam ser reembolsados! Este tem que ser um dos piores filmes que eu já vi! Eu percebo que eles não poderiam ter tido muito de um orçamento, mas eu juro que eu poderia fazer um filme melhor do que isso olhando meus animais de estimação! A atuação foi horrível, assim como a edição, o diálogo, TUDO! Foi tão ruim que estava seriamente me deixando com raiva enquanto eu assistia! Estou ansioso para o filme real sobre esta história que sai em breve para que as pessoas curiosas sobre isso não tem que se inclinar para assistir a essa piada!
39;Eu vi esse filme com minha namorada. Foi um desastre total. Você pode realmente ver que foi feito barato. Mal roteirizado e com atuação muito ruim. Eu li várias versões do livro de diferentes autores e também escutei uma versão em audiobook. Nós não poderíamos levar o filme a sério por causa dos elementos que faltavam. A experiência de ver isso foi como a Bruxa de Blair visita Green Acres. Então havia partes que eram vulgares. Eles mostram esse garotinho usando uma panela de cama e eles realmente mostram o conteúdo dele. A bruxa joga o conteúdo sobre o menino e toda a família ri. Eu pensei que era desagradável e muito estranho. Eu realmente não consigo entender por que alguém pensaria que seria divertido. Ele mostra outra cena em que a Dra. Mize chega e Betsy Bell está urinando em seu vestido nos degraus de sua casa na frente de sua mãe e irmãos. Em vez de a mãe levá-la embora, é o irmão. Que doente? O garotinho na primeira cena das muitas cenas que tratam de como o seu corpo se desfaz de lixo implora por papel higiênico e vai para a casa de fora e faz esses rostos doentios de alegria com efeitos sonoros. Eu acho que eles deveriam ter deixado tudo isso de lado. A maquiagem no reverendo James Johnston como um homem mais velho realmente não faz você assumir que ele era mais velho. Isso fez você pensar que ele foi mergulhado em massa de peixe. O sangue em Joshua Gardner quando ele cai da escada é ainda pior. A cena da morte de John Bell parece que eles pegaram farinha e tentaram fazer algo com ela para fazê-lo parecer um homem doente e sério. Para mim, muita comédia repugnante com problemas no banheiro e pessoas inexperientes envolvidas foi a queda desse quadro. Essas pessoas fariam melhor se filmassem comerciais para estações de TV locais para produtos de banheiro. Eles escolheram um bom assunto e não conseguiram produzi-lo de maneira correta. Eu classifico este filme Capital F menos.
40;Se alguém lhe disser que essa foto é ótima, provavelmente tem algo a ver com isso ou lucrar com isso. Este filme é um verdadeiro perdedor e copia situações de filmes de terror de grande orçamento e para não mencionar trilhas sonoras para. Eu não recomendaria este para o meu pior inimigo. É um filme de baixo orçamento com atores amadores. Parece que foi filmado para um concurso de filmes. A atuação é terrível e não me surpreenderia se o roteiro fosse escrito por um roteirista de Hee Haw. Minha família riu disso. A Grade ZZZZZZZZZZZZZ todo o caminho. Você não ficará assustado com isso. Aqui está um gostinho dos elementos terríveis deste filme. Quando o cara recebe seu dedo pisado por Ric Whites retrato estúpido do reverendo James Johnston bengala. As reações dos caras são como se ele tivesse uma amputação sem analgésico. Assista os extras do DVD depois de assistir ao filme. Quando você vê Ric White e outros falarem tão seriamente sobre o filme, você vai rir até seu estômago doer. Como as pessoas estenderão a verdade e o que farão para ganhar um dinheirismo desonesto. Não se deixe enganar como fizemos e comprar este fracasso.
